cd_geocodi,favela_present,predicted_favela_present
351060905000064,0.0,0.0
351060905000065,0.0,0.0
351060905000066,0.0,0.0
351060905000067,0.0,0.0
351060905000068,0.0,0.0
351060905000069,0.0,0.0
351060905000070,0.0,0.0
351060905000071,0.0,0.0
351060905000072,0.0,0.0
351060905000073,0.0,0.0
351060905000074,0.0,0.0
351060905000075,0.0,0.0
351060905000076,0.0,0.0
351060905000077,0.0,0.0
351060905000078,0.0,0.0
351060905000079,0.0,0.0
351060905000080,0.0,0.0
351060905000081,0.0,0.0
351060905000082,0.0,0.0
351060905000083,0.0,0.0
351060905000084,0.0,0.0
351060905000085,0.0,0.0
351060905000086,0.0,0.0
351060905000087,0.0,0.0
351060905000088,0.0,0.0
351060905000089,0.0,0.0
351060905000090,0.0,0.0
351060905000091,0.0,0.0
351060905000092,0.0,0.0
351060905000093,0.0,0.0
351060905000094,0.0,0.0
351060905000095,0.0,0.0
351060905000096,0.0,0.0
351060905000097,0.0,0.0
351060905000098,0.0,0.0
351060905000099,0.0,0.0
351060905000100,0.0,0.0
351060905000101,0.0,0.0
351060905000102,0.0,0.0
351060905000103,0.0,0.0
351060905000104,0.0,0.0
351060905000105,0.0,0.0
351060905000106,0.0,0.0
351060905000107,0.0,0.0
351060905000108,0.0,0.0
351060905000109,0.0,0.0
351060905000110,0.0,0.0
351060905000111,0.0,0.0
351060905000112,0.0,0.0
351060905000113,0.0,0.0
351060905000114,0.0,0.0
351060905000115,0.0,0.0
351060905000116,0.0,0.0
351060905000117,0.0,0.0
351060905000118,0.0,0.0
351060905000119,0.0,0.0
351060905000120,0.0,0.0
351060905000121,0.0,0.0
351060905000122,0.0,0.0
351060905000123,0.0,0.0
351060905000124,0.0,0.0
351060905000125,0.0,0.0
351060905000126,0.0,0.0
351060905000127,0.0,0.0
351060905000128,0.0,0.0
351060905000129,0.0,0.0
351060905000130,0.0,0.0
351060905000131,0.0,0.0
351060905000132,0.0,0.0
351060905000133,0.0,0.0
351060905000134,0.0,0.0
351060905000135,0.0,0.0
351060905000136,0.0,0.0
351060905000137,0.0,0.0
351060905000138,0.0,0.0
351060905000139,0.0,0.0
351060905000140,0.0,0.0
351060905000141,0.0,0.0
351060905000157,0.0,0.0
351060905000158,0.0,0.0
351060905000159,0.0,0.0
351060905000160,0.0,0.0
351060905000161,0.0,0.0
351060905000162,0.0,0.0
351060905000163,0.0,0.0
351060905000164,0.0,0.0
351060905000165,0.0,0.0
351060905000166,0.0,0.0
351060905000167,0.0,0.0
351060905000168,0.0,0.0
351060905000169,0.0,0.0
351060905000170,0.0,0.0
351060905000171,0.0,0.0
351060905000172,0.0,0.0
351060905000173,0.0,0.0
351060905000174,0.0,0.0
351060905000175,0.0,0.0
351060905000176,0.0,0.0
351060905000177,0.0,0.0
351060905000178,0.0,0.0
351060905000179,0.0,0.0
351060905000180,0.0,0.0
351060905000181,0.0,0.0
351060905000182,0.0,0.0
351060905000183,0.0,0.0
351060905000184,0.0,0.0
351060905000185,0.0,0.0
351060905000186,0.0,0.0
351060905000187,0.0,0.0
351060905000188,0.0,0.0
351060905000189,0.0,0.0
351060905000190,0.0,0.0
351060905000191,0.0,0.0
351060905000192,0.0,0.0
351060905000193,0.0,0.0
351060905000194,0.0,0.0
351060905000195,0.0,0.0
351060905000196,0.0,0.0
351060905000197,0.0,0.0
351060905000198,0.0,0.0
351060905000199,0.0,0.0
351060905000200,0.0,0.0
351060905000201,0.0,0.0
351060905000202,0.0,0.0
351060905000203,0.0,0.0
351060905000204,0.0,0.0
351060905000205,0.0,0.0
351060905000206,0.0,0.0
351060905000207,0.0,0.0
351060905000208,0.0,0.0
351060905000209,0.0,0.0
351060905000210,0.0,0.0
351060905000211,0.0,0.0
351060905000212,0.0,0.0
351060905000213,0.0,0.0
351060905000214,0.0,0.0
351060905000215,0.0,0.0
351060905000216,0.0,0.0
351060905000217,0.0,0.0
351060905000218,0.0,0.0
351060905000219,0.0,0.0
351060905000220,0.0,0.0
351060905000221,0.0,0.0
351060905000222,0.0,0.0
351060905000223,0.0,0.0
351060905000224,0.0,0.0
351060905000225,0.0,0.0
351060905000226,0.0,0.0
351060905000227,0.0,0.0
351060905000228,0.0,0.0
351060905000229,0.0,0.0
351060905000230,0.0,0.0
351060905000231,0.0,0.0
351060905000232,0.0,0.0
351060905000233,0.0,0.0
351060905000234,0.0,0.0
351060905000235,0.0,0.0
351060905000236,0.0,0.0
351060905000237,0.0,0.0
351060905000238,0.0,0.0
351060905000239,0.0,0.0
351060905000240,0.0,0.0
351060905000241,0.0,0.0
351060905000242,0.0,0.0
351060905000243,0.0,0.0
351060905000244,0.0,0.0
351060905000245,0.0,0.0
351060905000246,0.0,0.0
351060905000247,0.0,0.0
351060905000248,0.0,0.0
351060905000249,0.0,0.0
351060905000250,0.0,0.0
351060905000251,0.0,0.0
351060905000252,0.0,0.0
351060905000253,0.0,0.0
351060905000254,0.0,0.0
351060905000255,0.0,0.0
351060905000256,0.0,0.0
351060905000257,0.0,0.0
351060905000258,0.0,0.0
351060905000259,0.0,0.0
351060905000260,0.0,0.0
351060905000261,0.0,0.0
351060905000262,0.0,0.0
351060905000263,0.0,0.0
351060905000264,0.0,0.0
351060905000265,0.0,0.0
351060905000266,0.0,0.0
351060905000267,0.0,0.0
351060905000268,0.0,0.0
351060905000269,0.0,0.0
351060905000270,0.0,0.0
351060905000271,0.0,0.0
351060905000272,0.0,0.0
351060905000273,0.0,0.0
351060905000274,0.0,0.0
351060905000275,0.0,0.0
351060905000276,0.0,0.0
351060905000277,0.0,0.0
351060905000278,0.0,0.0
351060905000279,0.0,0.0
351060905000280,0.0,0.0
351060905000281,0.0,0.0
351060905000282,0.0,0.0
351060905000283,0.0,0.0
351060905000284,0.0,0.0
351060905000285,0.0,0.0
351060905000286,0.0,0.0
351060905000287,0.0,0.0
351060905000288,0.0,0.0
351060905000289,0.0,0.0
351060905000290,0.0,0.0
351060905000291,0.0,0.0
351060905000292,0.0,0.0
351060905000293,0.0,0.0
351060905000294,0.0,0.0
351060905000295,0.0,0.0
351060905000296,0.0,0.0
351060905000297,0.0,0.0
351060910000001,0.0,0.0
351060910000002,0.0,0.0
351060910000003,0.0,0.0
351060910000004,0.0,0.0
351060910000005,0.0,0.0
351060910000006,0.0,0.0
351060910000007,0.0,0.0
351060910000008,0.0,0.0
351060910000009,0.0,0.0
351060910000010,0.0,0.0
351060910000011,0.0,0.0
351060910000012,0.0,0.0
351060910000013,0.0,0.0
351060910000014,0.0,0.0
351060910000015,0.0,0.0
351060910000016,0.0,0.0
351060910000017,0.0,0.0
351060910000018,0.0,0.0
351060910000019,0.0,0.0
351060910000020,0.0,0.0
351060910000021,0.0,0.0
351060910000022,0.0,0.0
351060910000023,0.0,0.0
351060910000024,0.0,0.0
351060910000025,0.0,0.0
351060910000026,0.0,0.0
351060910000027,0.0,0.0
351060910000028,0.0,0.0
351060910000029,0.0,0.0
351060910000030,0.0,0.0
351060910000031,0.0,0.0
351060910000032,0.0,0.0
351060910000033,0.0,0.0
351060910000034,0.0,0.0
351060910000035,0.0,0.0
351060910000036,0.0,0.0
351060910000037,0.0,0.0
351060930000001,0.0,0.0
351060930000002,0.0,0.0
351060930000003,0.0,0.0
351060930000004,0.0,0.0
351060930000005,0.0,0.0
351060930000006,0.0,0.0
351060930000007,0.0,0.0
351060930000008,0.0,0.0
351060930000009,0.0,0.0
351060930000010,0.0,0.0
351060930000026,0.0,0.0
351060930000027,0.0,0.0
351060930000028,0.0,0.0
351060930000029,0.0,0.0
351060930000030,0.0,0.0
351060930000031,0.0,0.0
351060930000032,0.0,0.0
351060930000033,0.0,0.0
351060930000034,0.0,0.0
351060930000035,0.0,0.0
351060930000036,0.0,0.0
351060930000037,0.0,0.0
351060930000038,0.0,0.0
351060930000039,0.0,0.0
351060930000040,0.0,0.0
351060930000041,0.0,0.0
351060930000042,0.0,0.0
351060930000043,0.0,0.0
351060930000044,0.0,0.0
351060930000045,0.0,0.0
351060930000046,0.0,0.0
351060930000047,0.0,0.0
351060930000048,0.0,0.0
351060930000049,0.0,0.0
351060930000050,0.0,0.0
351060930000051,0.0,0.0
351060930000052,0.0,0.0
351060930000053,0.0,0.0
351060930000054,0.0,0.0
351060930000055,0.0,0.0
351060930000056,0.0,0.0
351060930000057,0.0,0.0
351060930000058,0.0,0.0
351060930000059,0.0,0.0
351060930000060,0.0,0.0
351060930000061,0.0,0.0
351060930000062,0.0,0.0
351060930000063,0.0,0.0
351060930000064,0.0,0.0
351060930000065,0.0,0.0
351060930000066,0.0,0.0
351060930000067,0.0,0.0
351060930000068,0.0,0.0
351060930000069,0.0,0.0
351060930000070,0.0,0.0
351060930000071,0.0,0.0
351060930000072,0.0,0.0
351060930000073,0.0,0.0
351060930000074,0.0,0.0
351060930000075,0.0,0.0
351060930000076,0.0,0.0
351060930000077,0.0,0.0
351060930000078,0.0,0.0
351060930000079,0.0,0.0
351060930000080,0.0,0.0
351060930000081,0.0,0.0
351060930000082,0.0,0.0
351060930000083,0.0,0.0
351060930000084,0.0,0.0
351060930000085,0.0,0.0
351060930000086,0.0,0.0
351060930000087,0.0,0.0
351060930000088,0.0,0.0
351060930000089,0.0,0.0
351060930000090,0.0,0.0
351060930000091,0.0,0.0
351060930000092,0.0,0.0
351060930000093,0.0,0.0
351060930000094,0.0,0.0
351060930000095,0.0,0.0
351060930000096,0.0,0.0
351060930000097,0.0,0.0
351060930000098,0.0,0.0
351060930000099,0.0,0.0
351060930000100,0.0,0.0
351060930000116,0.0,0.0
351060930000117,0.0,0.0
351060930000118,0.0,0.0
351060930000119,0.0,0.0
351060930000120,0.0,0.0
351060930000121,0.0,0.0
351300905000088,0.0,0.0
351300905000105,0.0,0.0
351300905000106,0.0,0.0
351300905000107,0.0,0.0
351300905000108,0.0,0.0
351300905000109,0.0,0.0
351300905000110,0.0,0.0
351300905000116,0.0,0.0
351300905000117,0.0,0.0
351300905000118,0.0,0.0
351300905000119,0.0,0.0
351300905000120,0.0,0.0
351300905000121,0.0,0.0
351300905000122,0.0,0.0
351300905000123,0.0,0.0
351300905000124,0.0,0.0
351300905000125,0.0,0.0
351300905000126,0.0,0.0
351300905000127,0.0,0.0
351300905000128,0.0,0.0
351300905000129,0.0,0.0
351300905000130,0.0,0.0
351300905000131,0.0,0.0
351300905000132,0.0,0.0
351300905000133,0.0,0.0
351300905000134,0.0,0.0
351300905000135,0.0,0.0
351300905000136,0.0,0.0
351300905000137,0.0,0.0
351300905000138,0.0,0.0
351300905000139,0.0,0.0
351300905000140,0.0,0.0
351300905000141,0.0,0.0
351300905000142,0.0,0.0
351300905000143,0.0,0.0
351300905000144,0.0,0.0
351300905000145,0.0,0.0
351300905000146,0.0,0.0
351300905000147,0.0,0.0
351300905000148,0.0,0.0
351300905000149,0.0,0.0
351300905000150,0.0,0.0
351300905000151,0.0,0.0
351300905000152,0.0,0.0
351300905000153,0.0,0.0
351300905000154,0.0,0.0
351300905000155,0.0,0.0
351300905000156,0.0,0.0
351300905000157,0.0,0.0
351300905000158,0.0,0.0
351300905000159,0.0,0.0
351300905000160,0.0,0.0
351300905000161,0.0,0.0
351300905000177,0.0,0.0
351300905000178,0.0,0.0
351300905000179,0.0,0.0
351300905000180,0.0,0.0
351300905000181,0.0,0.0
351300905000182,0.0,0.0
351300905000183,0.0,0.0
351300905000184,0.0,0.0
351300905000187,0.0,0.0
351300905000188,0.0,0.0
351300905000189,0.0,0.0
351300905000190,0.0,0.0
351300905000191,0.0,0.0
351300905000192,0.0,0.0
351350405000213,0.0,0.0
351350405000214,0.0,0.0
351380105000001,0.0,0.0
351380105000002,0.0,0.0
351380105000003,0.0,0.0
351380105000004,0.0,0.0
351380105000005,0.0,0.0
351380105000006,0.0,0.0
351380105000007,0.0,0.0
351380105000008,0.0,0.0
351380105000009,0.0,0.0
351380105000010,0.0,0.0
351380105000011,0.0,0.0
351380105000012,0.0,0.0
351380105000013,0.0,0.0
351380105000014,0.0,0.0
351380105000015,0.0,0.0
351380105000016,0.0,0.0
351380105000017,0.0,0.0
351380105000018,0.0,0.0
351380105000019,0.0,0.0
351380105000020,1.0,0.0
351380105000021,0.0,0.0
351380105000022,0.0,0.0
351380105000023,0.0,0.0
351380105000024,0.0,0.0
351380105000025,0.0,0.0
351380105000026,0.0,0.0
351380105000027,0.0,0.0
351380105000028,0.0,0.0
351380105000029,0.0,0.0
351380105000030,0.0,0.0
351380105000031,0.0,0.0
351380105000032,0.0,0.0
351380105000033,0.0,0.0
351380105000034,0.0,0.0
351380105000035,0.0,0.0
351380105000036,0.0,0.0
351380105000037,0.0,0.0
351380105000038,0.0,0.0
351380105000039,0.0,0.0
351380105000040,0.0,0.0
351380105000041,1.0,1.0
351380105000042,1.0,1.0
351380105000043,0.0,0.0
351380105000044,0.0,0.0
351380105000045,0.0,0.0
351380105000046,0.0,0.0
351380105000047,0.0,0.0
351380105000048,0.0,0.0
351380105000049,0.0,0.0
351380105000050,0.0,0.0
351380105000051,0.0,0.0
351380105000052,0.0,0.0
351380105000053,0.0,0.0
351380105000054,0.0,0.0
351380105000055,0.0,0.0
351380105000056,0.0,0.0
351380105000057,0.0,0.0
351380105000058,0.0,0.0
351380105000059,0.0,0.0
351380105000060,0.0,0.0
351380105000061,0.0,0.0
351380105000062,0.0,0.0
351380105000063,0.0,0.0
351380105000064,0.0,0.0
351380105000065,0.0,0.0
351380105000066,0.0,0.0
351380105000067,0.0,0.0
351380105000068,0.0,0.0
351380105000069,0.0,0.0
351380105000070,0.0,0.0
351380105000071,0.0,0.0
351380105000072,0.0,0.0
351380105000073,0.0,0.0
351380105000074,0.0,0.0
351380105000075,0.0,0.0
351380105000076,0.0,0.0
351380105000077,0.0,0.0
351380105000078,0.0,0.0
351380105000079,0.0,0.0
351380105000080,0.0,0.0
351380105000081,0.0,0.0
351380105000082,0.0,0.0
351380105000083,0.0,0.0
351380105000084,0.0,0.0
351380105000085,0.0,0.0
351380105000086,0.0,0.0
351380105000087,0.0,0.0
351380105000088,0.0,0.0
351380105000089,0.0,0.0
351380105000090,0.0,0.0
351380105000091,0.0,0.0
351380105000092,0.0,0.0
351380105000093,0.0,0.0
351380105000094,0.0,0.0
351380105000095,0.0,0.0
351380105000096,0.0,0.0
351380105000097,0.0,0.0
351380105000098,0.0,0.0
351380105000099,0.0,0.0
351380105000100,0.0,0.0
351380105000101,0.0,0.0
351380105000102,0.0,0.0
351380105000103,0.0,0.0
351380105000104,0.0,0.0
351380105000105,0.0,0.0
351380105000106,0.0,0.0
351380105000107,0.0,0.0
351380105000108,0.0,0.0
351380105000109,0.0,0.0
351380105000110,0.0,0.0
351380105000111,0.0,0.0
351380105000112,0.0,0.0
351380105000113,0.0,0.0
351380105000114,0.0,0.0
351380105000115,0.0,0.0
351380105000116,0.0,0.0
351380105000117,0.0,0.0
351380105000118,0.0,0.0
351380105000119,0.0,0.0
351380105000120,0.0,0.0
351380105000121,0.0,0.0
351380105000122,0.0,0.0
351380105000123,0.0,0.0
351380105000124,0.0,0.0
351380105000125,0.0,0.0
351380105000126,0.0,0.0
351380105000127,0.0,0.0
351380105000128,0.0,0.0
351380105000129,0.0,0.0
351380105000130,0.0,0.0
351380105000131,0.0,0.0
351380105000132,0.0,0.0
351380105000133,0.0,0.0
351380105000134,0.0,0.0
351380105000135,0.0,0.0
351380105000136,0.0,0.0
351380105000137,0.0,0.0
351380105000138,0.0,0.0
351380105000139,0.0,0.0
351380105000140,0.0,0.0
351380105000141,0.0,0.0
351380105000142,0.0,0.0
351380105000143,0.0,0.0
351380105000144,0.0,0.0
351380105000145,0.0,0.0
351380105000146,0.0,0.0
351380105000147,0.0,0.0
351380105000148,0.0,0.0
351380105000149,0.0,0.0
351380105000150,0.0,0.0
351380105000151,0.0,0.0
351380105000152,0.0,0.0
351380105000153,0.0,0.0
351380105000154,0.0,0.0
351380105000155,0.0,0.0
351380105000156,0.0,0.0
351380105000157,0.0,0.0
351380105000158,0.0,0.0
351380105000159,0.0,0.0
351380105000160,0.0,0.0
351380105000161,0.0,0.0
351380105000162,0.0,0.0
351380105000163,0.0,0.0
351380105000164,0.0,0.0
351380105000165,0.0,0.0
351380105000166,0.0,0.0
351380105000167,0.0,0.0
351380105000168,0.0,0.0
351380105000169,0.0,0.0
351380105000170,0.0,0.0
351380105000171,0.0,0.0
351380105000172,0.0,0.0
351380105000173,0.0,0.0
351380105000174,0.0,0.0
351380105000175,0.0,0.0
351380105000176,0.0,0.0
351380105000177,0.0,0.0
351380105000178,0.0,0.0
351380105000179,0.0,0.0
351380105000180,0.0,0.0
351380105000181,0.0,0.0
351380105000182,0.0,0.0
351380105000183,0.0,0.0
351380105000184,0.0,0.0
351380105000185,0.0,0.0
351380105000186,0.0,0.0
351380105000187,0.0,0.0
351380105000188,0.0,0.0
351380105000189,0.0,0.0
351380105000190,0.0,0.0
351380105000191,0.0,0.0
351380105000192,0.0,0.0
351380105000193,0.0,0.0
351380105000194,0.0,0.0
351380105000195,0.0,0.0
351380105000196,0.0,0.0
351380105000197,0.0,0.0
351380105000198,0.0,0.0
351380105000199,0.0,0.0
351380105000200,0.0,0.0
351380105000201,0.0,0.0
351380105000202,0.0,0.0
351380105000203,0.0,0.0
351380105000204,0.0,0.0
351380105000205,0.0,0.0
351380105000206,0.0,0.0
351380105000207,0.0,0.0
351380105000208,0.0,0.0
351380105000209,0.0,0.0
351380105000210,0.0,0.0
351380105000211,0.0,0.0
351380105000212,0.0,0.0
351380105000213,0.0,0.0
351380105000214,0.0,0.0
351380105000215,0.0,0.0
351380105000216,0.0,0.0
351380105000217,0.0,0.0
351380105000218,0.0,0.0
351380105000219,0.0,0.0
351380105000220,0.0,0.0
351380105000221,0.0,0.0
351380105000222,0.0,0.0
351380105000223,0.0,0.0
351380105000224,0.0,0.0
351380105000225,0.0,0.0
351380105000226,0.0,0.0
351380105000227,0.0,0.0
351380105000228,0.0,0.0
351380105000229,0.0,0.0
351380105000230,0.0,0.0
351380105000231,0.0,0.0
351380105000232,0.0,0.0
351380105000233,0.0,0.0
351380105000234,0.0,0.0
351380105000235,0.0,0.0
351380105000236,0.0,0.0
351380105000237,0.0,0.0
351380105000238,0.0,0.0
351380105000239,0.0,0.0
351380105000240,0.0,0.0
351380105000241,0.0,0.0
351380105000242,0.0,0.0
351380105000243,0.0,0.0
351380105000244,0.0,0.0
351380105000245,0.0,0.0
351380105000246,0.0,0.0
351380105000247,0.0,0.0
351380105000248,0.0,0.0
351380105000249,0.0,0.0
351380105000250,0.0,0.0
351380105000251,0.0,0.0
351380105000252,0.0,0.0
351380105000253,0.0,0.0
351380105000254,0.0,0.0
351380105000255,0.0,0.0
351380105000256,0.0,0.0
351380105000257,0.0,0.0
351380105000258,0.0,0.0
351380105000259,0.0,0.0
351380105000260,0.0,0.0
351380105000261,0.0,0.0
351380105000262,0.0,0.0
351380105000263,0.0,0.0
351380105000264,0.0,0.0
351380105000265,0.0,0.0
351380105000266,0.0,0.0
351380105000267,0.0,0.0
351380105000268,0.0,0.0
351380105000269,0.0,0.0
351380105000270,0.0,0.0
351380105000271,0.0,0.0
351380105000272,0.0,0.0
351380105000273,0.0,0.0
351380105000274,0.0,0.0
351380105000275,0.0,0.0
351380105000276,0.0,0.0
351380105000277,0.0,0.0
351380105000278,0.0,0.0
351380105000279,0.0,0.0
351380105000280,0.0,0.0
351380105000281,0.0,0.0
351380105000282,0.0,0.0
351380105000283,0.0,0.0
351380105000284,0.0,0.0
351380105000285,0.0,0.0
351380105000286,0.0,0.0
351380105000287,0.0,0.0
351380105000288,0.0,0.0
351380105000289,0.0,0.0
351380105000290,0.0,0.0
351380105000291,0.0,0.0
351380105000292,0.0,0.0
351380105000293,0.0,0.0
351380105000294,0.0,0.0
351380105000295,0.0,0.0
351380105000296,0.0,0.0
351380105000297,0.0,0.0
351380105000298,0.0,0.0
351380105000299,0.0,0.0
351380105000300,0.0,0.0
351380105000301,0.0,0.0
351380105000302,0.0,0.0
351380105000303,0.0,0.0
351380105000304,0.0,0.0
351380105000305,0.0,0.0
351380105000306,0.0,0.0
351380105000307,0.0,0.0
351380105000308,0.0,0.0
351380105000309,0.0,0.0
351380105000310,0.0,0.0
351380105000311,0.0,0.0
351380105000312,0.0,0.0
351380105000313,0.0,0.0
351380105000314,0.0,0.0
351380105000315,0.0,0.0
351380105000316,0.0,0.0
351380105000317,0.0,0.0
351380105000318,0.0,0.0
351380105000319,0.0,0.0
351380105000320,1.0,0.0
351380105000321,0.0,0.0
351380105000322,0.0,0.0
351380105000323,0.0,0.0
351380105000324,0.0,0.0
351380105000325,0.0,0.0
351380105000326,0.0,0.0
351380105000327,0.0,0.0
351380105000328,0.0,0.0
351380105000329,0.0,0.0
351380105000330,0.0,0.0
351380105000331,0.0,0.0
351380105000332,0.0,0.0
351380105000333,0.0,0.0
351380105000334,0.0,0.0
351380105000335,0.0,0.0
351380105000336,0.0,0.0
351380105000337,0.0,0.0
351380105000338,0.0,0.0
351380105000339,0.0,0.0
351380105000340,0.0,0.0
351380105000341,0.0,0.0
351380105000342,0.0,0.0
351380105000343,0.0,0.0
351380105000344,0.0,0.0
351380105000345,0.0,0.0
351380105000346,0.0,0.0
