cd_geocodi,favela_present,predicted_favela_present
354870805000388,0.0,0.0
354870805000389,0.0,0.0
354870805000390,0.0,0.0
354870805000391,0.0,0.0
354870805000392,0.0,0.0
354870805000393,0.0,0.0
354870805000394,0.0,0.0
354870805000395,0.0,0.0
354870805000396,0.0,0.0
354870805000397,0.0,0.0
354870805000398,0.0,0.0
354870805000399,0.0,0.0
354870805000400,0.0,0.0
354870805000401,0.0,0.0
354870805000402,0.0,0.0
354870805000403,0.0,0.0
354870805000404,0.0,0.0
354870805000405,0.0,0.0
354870805000406,0.0,0.0
354870805000407,0.0,0.0
354870805000408,0.0,0.0
354870805000409,0.0,0.0
354870805000410,0.0,0.0
354870805000411,0.0,0.0
354870805000412,0.0,0.0
354870805000413,0.0,0.0
354870805000414,0.0,0.0
354870805000415,0.0,0.0
354870805000416,0.0,0.0
354870805000417,0.0,0.0
354870805000418,0.0,0.0
354870805000419,0.0,0.0
354870805000420,0.0,0.0
354870805000421,0.0,0.0
354870805000422,0.0,0.0
354870805000423,0.0,0.0
354870805000424,0.0,0.0
354870805000425,0.0,0.0
354870805000426,0.0,0.0
354870805000427,0.0,0.0
354870805000428,0.0,0.0
354870805000429,0.0,0.0
354870805000430,0.0,0.0
354870805000431,0.0,0.0
354870805000432,0.0,0.0
354870805000433,0.0,0.0
354870805000434,0.0,0.0
354870805000435,0.0,0.0
354870805000436,0.0,0.0
354870805000437,0.0,0.0
354870805000438,0.0,0.0
354870805000439,0.0,0.0
354870805000440,0.0,0.0
354870805000441,0.0,0.0
354870805000442,0.0,0.0
354870805000443,0.0,0.0
354870805000444,0.0,0.0
354870805000445,0.0,0.0
354870805000446,0.0,0.0
354870805000447,0.0,0.0
354870805000448,0.0,0.0
354870805000449,0.0,0.0
354870805000450,0.0,0.0
354870805000451,0.0,0.0
354870805000452,0.0,0.0
354870805000453,0.0,0.0
354870805000454,0.0,0.0
354870805000455,0.0,0.0
354870805000456,0.0,0.0
354870805000457,0.0,0.0
354870805000458,0.0,0.0
354870805000459,0.0,0.0
354870805000460,0.0,0.0
354870805000461,0.0,0.0
354870805000462,0.0,0.0
354870805000463,0.0,0.0
354870805000464,0.0,0.0
354870805000465,0.0,0.0
354870805000466,0.0,0.0
354870805000467,0.0,0.0
354870805000468,0.0,0.0
354870805000469,0.0,0.0
354870805000470,0.0,0.0
354870805000471,0.0,0.0
354870805000472,0.0,0.0
354870805000473,0.0,0.0
354870805000474,0.0,0.0
354870805000475,0.0,0.0
354870805000476,0.0,0.0
354870805000477,0.0,0.0
354870805000478,0.0,0.0
354870805000479,0.0,0.0
354870805000480,0.0,0.0
354870805000481,0.0,0.0
354870805000482,0.0,0.0
354870805000483,0.0,0.0
354870805000484,0.0,0.0
354870805000485,0.0,0.0
354870805000486,0.0,0.0
354870805000487,0.0,0.0
354870805000488,0.0,0.0
354870805000489,0.0,0.0
354870805000490,0.0,0.0
354870805000491,0.0,0.0
354870805000492,0.0,0.0
354870805000493,0.0,0.0
354870805000494,0.0,0.0
354870805000495,0.0,0.0
354870805000496,0.0,0.0
354870805000497,0.0,0.0
354870805000498,0.0,0.0
354870805000499,0.0,0.0
354870805000500,0.0,0.0
354870805000501,0.0,0.0
354870805000502,0.0,0.0
354870805000503,0.0,0.0
354870805000504,0.0,0.0
354870805000505,0.0,0.0
354870805000506,0.0,0.0
354870805000507,0.0,0.0
354870805000508,0.0,0.0
354870805000509,0.0,0.0
354870805000510,0.0,0.0
354870805000511,0.0,0.0
354870805000512,0.0,0.0
354870805000513,0.0,0.0
354870805000514,0.0,0.0
354870805000515,0.0,0.0
354870805000516,0.0,0.0
354870805000517,0.0,0.0
354870805000518,0.0,0.0
354870805000519,0.0,0.0
354870805000520,0.0,0.0
354870805000521,0.0,0.0
354870805000522,0.0,0.0
354870805000523,0.0,0.0
354870805000524,0.0,0.0
354870805000525,0.0,0.0
354870805000526,0.0,0.0
354870805000527,0.0,0.0
354870805000528,0.0,0.0
354870805000529,0.0,0.0
354870805000530,0.0,0.0
354870805000531,0.0,0.0
354870805000532,0.0,0.0
354870805000533,0.0,0.0
354870805000534,0.0,0.0
354870805000535,0.0,0.0
354870805000536,0.0,0.0
354870805000537,0.0,0.0
354870805000538,0.0,0.0
354870805000539,0.0,0.0
354870805000540,0.0,0.0
354870805000541,0.0,0.0
354870805000542,0.0,0.0
354870805000543,0.0,0.0
354870805000544,0.0,0.0
354870805000545,0.0,0.0
354870805000546,0.0,0.0
354870805000547,0.0,0.0
354870805000548,0.0,0.0
354870805000549,0.0,0.0
354870805000550,0.0,0.0
354870805000551,0.0,0.0
354870805000552,0.0,0.0
354870805000553,0.0,0.0
354870805000554,0.0,0.0
354870805000555,0.0,0.0
354870805000556,0.0,0.0
354870805000557,0.0,0.0
354870805000558,0.0,0.0
354870805000559,0.0,0.0
354870805000560,0.0,0.0
354870805000561,0.0,0.0
354870805000562,0.0,0.0
354870805000563,0.0,0.0
354870805000564,0.0,0.0
354870805000565,0.0,0.0
354870805000566,0.0,0.0
354870805000567,0.0,0.0
354870805000568,0.0,0.0
354870805000569,0.0,0.0
354870805000570,0.0,0.0
354870805000571,0.0,0.0
354870805000572,0.0,0.0
354870805000573,0.0,0.0
354870805000574,0.0,0.0
354870805000575,0.0,0.0
354870805000576,0.0,0.0
354870805000577,0.0,0.0
354870805000578,0.0,0.0
354870805000579,0.0,0.0
354870805000580,0.0,0.0
354870805000581,0.0,0.0
354870805000582,0.0,0.0
354870805000583,0.0,0.0
354870805000584,0.0,0.0
354870805000585,0.0,0.0
354870805000586,0.0,0.0
354870805000587,0.0,0.0
354870805000588,0.0,0.0
354870805000589,0.0,0.0
354870805000590,0.0,0.0
354870805000591,0.0,0.0
354870805000592,0.0,0.0
354870805000593,0.0,0.0
354870805000594,0.0,0.0
354870805000595,0.0,0.0
354870805000596,0.0,0.0
354870805000597,0.0,0.0
354870805000598,0.0,0.0
354870805000599,0.0,0.0
354870805000600,0.0,0.0
354870805000601,0.0,0.0
354870805000602,0.0,0.0
354870805000603,0.0,0.0
354870805000604,0.0,0.0
354870805000605,0.0,0.0
354870805000606,0.0,0.0
354870805000607,0.0,0.0
354870805000608,0.0,0.0
354870805000609,0.0,0.0
354870805000610,0.0,0.0
354870805000611,0.0,0.0
354870805000612,0.0,0.0
354870805000613,0.0,0.0
354870805000614,0.0,0.0
354870805000615,0.0,0.0
354870805000616,0.0,0.0
354870805000617,0.0,0.0
354870805000618,0.0,0.0
354870805000619,0.0,0.0
354870805000620,0.0,0.0
354870805000621,0.0,0.0
354870805000622,0.0,0.0
354870805000623,0.0,0.0
354870805000624,0.0,0.0
354870805000625,0.0,0.0
354870805000626,0.0,0.0
354870805000627,0.0,0.0
354870805000628,0.0,0.0
354870805000629,0.0,0.0
354870805000630,0.0,0.0
354870805000631,0.0,0.0
354870805000632,0.0,0.0
354870805000633,0.0,0.0
354870805000634,0.0,0.0
354870805000635,0.0,0.0
354870805000636,0.0,0.0
354870805000637,0.0,0.0
354870805000638,0.0,0.0
354870805000639,0.0,0.0
354870805000640,0.0,0.0
354870805000641,0.0,0.0
354870805000642,0.0,0.0
354870805000643,0.0,0.0
354870805000644,0.0,0.0
354870805000645,0.0,0.0
354870805000646,0.0,0.0
354870805000647,0.0,0.0
354870805000648,0.0,0.0
354870805000649,0.0,0.0
354870805000650,0.0,0.0
354870805000651,0.0,0.0
354870805000652,0.0,0.0
354870805000653,0.0,0.0
354870805000654,0.0,0.0
354870805000655,0.0,0.0
354870805000656,0.0,0.0
354870805000657,0.0,0.0
354870805000658,0.0,0.0
354870805000659,0.0,0.0
354870805000660,0.0,0.0
354870805000661,0.0,0.0
354870805000662,0.0,0.0
354870805000663,0.0,0.0
354870805000664,0.0,0.0
354870805000665,0.0,0.0
354870805000666,0.0,0.0
354870805000667,0.0,0.0
354870805000668,0.0,0.0
354870805000669,0.0,0.0
354870805000670,0.0,0.0
354870805000671,0.0,0.0
354870805000672,0.0,0.0
354870805000673,0.0,0.0
354870805000674,0.0,0.0
354870805000675,0.0,0.0
354870805000676,0.0,0.0
354870805000677,0.0,0.0
354870805000678,0.0,0.0
354870805000679,0.0,0.0
354870805000680,0.0,0.0
354870805000681,0.0,0.0
354870805000682,0.0,0.0
354870805000683,0.0,0.0
354870805000684,0.0,0.0
354870805000685,0.0,0.0
354870805000686,0.0,0.0
354870805000687,0.0,0.0
354870805000688,0.0,0.0
354870805000689,0.0,0.0
354870805000690,0.0,0.0
354870805000691,0.0,0.0
354870805000692,0.0,0.0
354870805000693,0.0,0.0
354870805000694,0.0,0.0
354870805000695,0.0,0.0
354870805000696,0.0,0.0
354870805000697,0.0,0.0
354870805000698,0.0,0.0
354870805000699,0.0,0.0
354870805000700,0.0,0.0
354870805000701,0.0,0.0
354870805000702,0.0,0.0
354870805000703,0.0,0.0
354870805000704,0.0,0.0
354870805000705,0.0,0.0
354870805000706,0.0,0.0
354870805000707,0.0,0.0
354870805000708,0.0,0.0
354870805000709,0.0,0.0
354870805000710,0.0,0.0
354870805000711,0.0,0.0
354870805000712,0.0,0.0
354870805000713,0.0,0.0
354870805000714,0.0,0.0
354870805000715,0.0,0.0
354870805000716,0.0,0.0
354870805000717,0.0,0.0
354870805000718,0.0,0.0
354870805000719,0.0,0.0
354870805000720,0.0,0.0
354870805000732,0.0,0.0
354870805000733,0.0,0.0
354870805000734,0.0,0.0
354870805000735,0.0,0.0
354870805000736,0.0,0.0
354870805000737,0.0,0.0
354870805000738,1.0,1.0
354870805000739,0.0,0.0
354870805000740,0.0,0.0
354870805000741,0.0,0.0
354870805000742,0.0,0.0
354870805000743,0.0,0.0
354870805000744,0.0,0.0
354870805000745,0.0,0.0
354870805000746,0.0,0.0
354870805000747,0.0,0.0
354870805000748,0.0,0.0
354870805000749,0.0,0.0
354870805000750,0.0,0.0
354870805000751,0.0,0.0
354870805000752,0.0,0.0
354870805000753,0.0,0.0
354870805000754,0.0,0.0
354870805000755,0.0,0.0
354870805000756,0.0,0.0
354870805000757,0.0,0.0
354870805000758,0.0,0.0
354870805000759,0.0,0.0
354870805000760,0.0,0.0
354870805000761,0.0,0.0
354870805000762,0.0,0.0
354870805000763,0.0,0.0
354870805000764,0.0,0.0
354870805000765,0.0,0.0
354870805000766,0.0,0.0
354870805000767,0.0,0.0
354870805000768,0.0,0.0
354870805000769,0.0,0.0
354870805000770,0.0,0.0
354870805000771,0.0,0.0
354870805000772,0.0,0.0
354870805000773,0.0,0.0
354870805000774,0.0,0.0
354870805000775,0.0,0.0
354870805000776,0.0,0.0
354870805000777,0.0,0.0
354870805000778,0.0,0.0
354870805000779,0.0,0.0
354870805000780,0.0,0.0
354870805000781,0.0,0.0
354870805000782,0.0,0.0
354870805000783,0.0,0.0
354870805000784,0.0,0.0
354870805000785,0.0,0.0
354870805000786,0.0,0.0
354870805000787,0.0,0.0
354870805000788,0.0,0.0
354870805000789,0.0,0.0
354870805000790,0.0,0.0
354870805000791,0.0,0.0
354870805000792,0.0,0.0
354870805000793,0.0,0.0
354870805000794,0.0,0.0
354870805000795,0.0,0.0
354870805000796,0.0,0.0
354870805000797,0.0,0.0
354870805000798,0.0,0.0
354870805000799,0.0,0.0
354870805000800,0.0,0.0
354870805000801,0.0,0.0
354870805000802,0.0,0.0
354870805000803,0.0,0.0
354870805000804,0.0,0.0
354870805000805,0.0,0.0
354870805000806,0.0,0.0
354870805000807,0.0,0.0
354870805000808,0.0,0.0
354870805000809,0.0,0.0
354870805000810,0.0,0.0
354870805000811,0.0,0.0
354870805000812,0.0,0.0
354870805000813,0.0,0.0
354870805000814,0.0,0.0
354870805000815,0.0,0.0
354870805000816,0.0,0.0
354870805000817,0.0,0.0
354870805000818,0.0,0.0
354870805000819,0.0,0.0
354870805000820,0.0,0.0
354870805000821,0.0,0.0
354870805000822,0.0,0.0
354870805000823,0.0,0.0
354870805000824,0.0,0.0
354870805000825,0.0,0.0
354870805000826,0.0,0.0
354870805000827,0.0,0.0
354870805000828,0.0,0.0
354870805000829,0.0,0.0
354870805000830,0.0,0.0
354870805000831,0.0,0.0
354870805000832,0.0,0.0
354870805000833,0.0,0.0
354870805000834,0.0,0.0
354870805000835,0.0,0.0
354870805000836,0.0,0.0
354870805000837,0.0,0.0
354870805000838,0.0,0.0
354870805000839,0.0,0.0
354870805000840,0.0,0.0
354870805000841,0.0,0.0
354870805000842,0.0,0.0
354870805000843,0.0,0.0
354870805000844,0.0,0.0
354870805000845,0.0,0.0
354870805000846,0.0,0.0
354870805000847,0.0,0.0
354870805000848,0.0,0.0
354870805000849,0.0,0.0
354870805000850,0.0,0.0
354870805000851,0.0,0.0
354870805000852,0.0,0.0
354870805000853,0.0,0.0
354870805000854,0.0,0.0
354870805000855,0.0,0.0
354870805000856,0.0,0.0
354870805000857,0.0,0.0
354870805000858,0.0,0.0
354870805000859,0.0,0.0
354870805000860,0.0,0.0
354870805000861,0.0,0.0
354870805000862,0.0,0.0
354870805000863,0.0,0.0
354870805000864,0.0,0.0
354870805000865,0.0,0.0
354870805000866,0.0,0.0
354870805000867,0.0,0.0
354870805000868,0.0,0.0
354870805000869,0.0,0.0
354870805000870,0.0,0.0
354870805000871,0.0,0.0
354870805000872,0.0,0.0
354870805000873,0.0,0.0
354870805000874,0.0,0.0
354870805000875,0.0,0.0
354870805000876,0.0,0.0
354870805000877,0.0,0.0
354870805000878,0.0,0.0
354870805000879,0.0,0.0
354870805000880,0.0,0.0
354870805000881,0.0,0.0
354870805000882,0.0,0.0
354870805000883,0.0,0.0
354870805000884,0.0,0.0
354870805000885,0.0,0.0
354870805000886,0.0,0.0
354870805000887,0.0,0.0
354870805000888,0.0,0.0
354870805000889,0.0,0.0
354870805000890,0.0,0.0
354870805000891,0.0,0.0
354870805000892,0.0,0.0
354870805000893,0.0,0.0
354870805000894,0.0,0.0
354870805000895,0.0,0.0
354870805000896,0.0,0.0
354870805000897,0.0,0.0
354870805000898,0.0,0.0
354870805000899,0.0,0.0
354870805000900,0.0,0.0
354870805000901,0.0,0.0
354870805000902,0.0,0.0
354870805000903,0.0,0.0
354870805000904,0.0,0.0
354870805000905,0.0,0.0
354870805000906,0.0,0.0
354870805000907,0.0,0.0
354870805000908,0.0,0.0
354870805000909,0.0,0.0
354870805000910,0.0,0.0
354870805000911,0.0,0.0
354870805000912,0.0,0.0
354870805000913,0.0,0.0
354870805000914,0.0,0.0
354870805000915,0.0,0.0
354870805000916,0.0,0.0
354870805000917,0.0,0.0
354870805000918,0.0,0.0
354870805000919,0.0,0.0
354870805000920,0.0,0.0
354870805000921,0.0,0.0
354870805000922,0.0,0.0
354870805000923,0.0,0.0
354870805000924,0.0,0.0
354870805000925,0.0,0.0
354870805000926,0.0,0.0
354870805000927,0.0,0.0
354870805000928,0.0,0.0
354870805000929,0.0,0.0
354870805000930,0.0,0.0
354870805000931,0.0,0.0
354870805000932,0.0,0.0
354870805000933,0.0,0.0
354870805000934,0.0,0.0
354870805000935,0.0,0.0
354870805000936,0.0,0.0
354870805000937,0.0,0.0
354870805000938,0.0,0.0
354870805000939,0.0,0.0
354870805000940,0.0,0.0
354870805000941,0.0,0.0
354870805000942,0.0,0.0
354870805000943,0.0,0.0
354870805000944,0.0,0.0
354870805000945,0.0,0.0
354870805000946,0.0,0.0
354870805000947,0.0,0.0
354870805000948,0.0,0.0
354870805000949,0.0,0.0
354870805000950,0.0,0.0
354870805000951,0.0,0.0
354870805000952,0.0,0.0
354870805000953,0.0,0.0
354870805000954,0.0,0.0
354870805000955,0.0,0.0
354870805000956,0.0,0.0
354870805000957,0.0,0.0
354870805000958,0.0,0.0
354870805000959,0.0,0.0
354870805000960,0.0,0.0
354870805000961,0.0,0.0
354870805000962,0.0,0.0
354870805000963,0.0,0.0
354870805000964,0.0,0.0
354870805000965,0.0,0.0
354870805000966,0.0,0.0
354870805000967,0.0,0.0
354870805000968,0.0,0.0
354870805000969,0.0,0.0
354870805000970,0.0,0.0
354870805000971,0.0,0.0
354870805000972,0.0,0.0
354870805000973,0.0,0.0
354870805000974,0.0,0.0
354870805000975,0.0,0.0
354870805000976,0.0,0.0
354870805000977,0.0,0.0
354870805000978,0.0,0.0
354870805000979,0.0,0.0
354870805000980,0.0,0.0
354870805000981,0.0,0.0
354870805000982,0.0,0.0
354870805000983,0.0,0.0
354870805000984,0.0,0.0
354870805000985,0.0,0.0
354870805000986,0.0,0.0
354870805000987,0.0,0.0
354870805000988,0.0,0.0
354870805000989,0.0,0.0
354870805000990,0.0,0.0
354870805000991,0.0,0.0
354870805000992,0.0,0.0
354870805000993,0.0,0.0
354870805000994,0.0,0.0
354870805000995,0.0,0.0
354870805000996,0.0,0.0
354870805000997,0.0,0.0
354870805000998,0.0,0.0
354870805000999,0.0,0.0
354870805001000,0.0,0.0
354870805001001,0.0,0.0
354870805001002,0.0,0.0
354870805001003,0.0,0.0
354870805001004,0.0,0.0
354870805001005,0.0,0.0
354870805001006,0.0,0.0
354870805001007,0.0,0.0
354870805001008,0.0,0.0
354870805001009,0.0,0.0
354870805001010,0.0,0.0
354870805001011,0.0,0.0
354870805001012,0.0,0.0
354870805001013,0.0,0.0
354870805001014,0.0,0.0
354870805001015,0.0,0.0
354870805001016,0.0,0.0
354870805001017,0.0,0.0
354870805001018,0.0,0.0
354870805001019,0.0,0.0
354870805001020,0.0,0.0
354870805001021,0.0,0.0
354870805001022,0.0,0.0
354870805001023,0.0,0.0
354870805001024,0.0,0.0
354870805001025,0.0,0.0
354870805001026,0.0,0.0
354870805001027,0.0,0.0
354870805001028,0.0,0.0
354870805001029,0.0,0.0
354870805001030,0.0,0.0
354870805001031,0.0,0.0
354870805001032,0.0,0.0
354870805001033,0.0,0.0
354870805001034,0.0,0.0
354870805001035,0.0,0.0
354870805001036,0.0,0.0
354870805001037,0.0,0.0
354870805001038,0.0,0.0
354870805001039,0.0,0.0
354870805001040,0.0,0.0
354870805001041,0.0,0.0
354870805001042,0.0,0.0
354870805001043,0.0,0.0
354870805001044,0.0,0.0
354870805001045,0.0,0.0
354870805001046,0.0,0.0
354870805001047,0.0,0.0
354870805001048,0.0,0.0
354870805001049,0.0,0.0
354870805001050,0.0,0.0
354870805001051,0.0,0.0
354870805001052,0.0,0.0
354870805001053,0.0,0.0
354870805001054,0.0,0.0
354870805001055,0.0,0.0
354870805001056,0.0,0.0
354870805001057,0.0,0.0
354870805001058,0.0,0.0
354870805001059,0.0,0.0
354870805001060,0.0,0.0
354870805001061,0.0,0.0
354870805001062,0.0,0.0
354870805001063,0.0,0.0
354870805001064,0.0,0.0
354870805001065,0.0,0.0
354870805001066,0.0,0.0
354870805001067,0.0,0.0
354870805001068,0.0,0.0
354870805001069,0.0,0.0
354870805001070,0.0,0.0
354870805001071,0.0,0.0
354870805001072,0.0,0.0
354870805001073,0.0,0.0
354870805001074,0.0,0.0
354870805001075,0.0,0.0
354870805001076,0.0,0.0
354870805001077,0.0,0.0
354870805001078,0.0,0.0
354870805001079,0.0,0.0
354870805001080,0.0,0.0
354870805001081,0.0,0.0
354870805001082,0.0,0.0
354870805001083,0.0,0.0
354870805001084,0.0,0.0
354870805001085,0.0,0.0
354870805001086,0.0,0.0
354870805001087,0.0,0.0
354870805001088,0.0,0.0
354870805001089,0.0,0.0
354870805001090,0.0,0.0
354870805001091,0.0,0.0
354870805001092,0.0,0.0
354870805001093,0.0,0.0
354870805001094,0.0,0.0
354870805001095,0.0,0.0
354870805001096,0.0,0.0
354870805001097,0.0,0.0
354870805001098,0.0,0.0
354870805001099,0.0,0.0
354870805001100,0.0,0.0
354870805001101,0.0,0.0
354870805001102,0.0,0.0
354870805001103,0.0,0.0
354870805001104,0.0,0.0
354870805001105,0.0,0.0
354870805001106,0.0,0.0
354870805001107,0.0,0.0
354870805001108,0.0,0.0
354870805001109,0.0,0.0
354870805001110,0.0,0.0
354870805001111,0.0,0.0
354870805001112,0.0,0.0
354870805001113,0.0,0.0
354870805001114,0.0,0.0
354870805001115,0.0,0.0
354870805001116,0.0,0.0
354870805001117,0.0,0.0
354870805001118,0.0,0.0
354870805001119,0.0,0.0
354870805001120,0.0,0.0
354870805001121,0.0,0.0
354870805001122,0.0,0.0
354870805001123,0.0,0.0
354870805001124,0.0,0.0
354870805001125,0.0,0.0
354870805001126,0.0,0.0
354870805001127,0.0,0.0
354870805001128,0.0,0.0
354870805001129,0.0,0.0
354870805001130,0.0,0.0
354870805001131,0.0,0.0
354870805001132,0.0,0.0
354870805001133,0.0,0.0
354870805001134,0.0,0.0
354870805001135,0.0,0.0
354870805001136,0.0,0.0
354870805001137,0.0,0.0
354870805001138,0.0,0.0
354870805001139,0.0,0.0
354870805001140,0.0,0.0
354870805001141,0.0,0.0
354870805001142,0.0,0.0
354870805001143,0.0,0.0
354870805001144,0.0,0.0
354870805001145,0.0,0.0
354870805001146,0.0,0.0
354870805001147,0.0,0.0
354870805001148,0.0,0.0
354870805001149,0.0,0.0
354870805001150,0.0,0.0
354870805001151,0.0,0.0
354870805001152,0.0,0.0
354870805001153,0.0,0.0
354870805001154,0.0,0.0
354870805001155,0.0,0.0
354870805001156,0.0,0.0
354870805001157,0.0,0.0
354870805001158,0.0,0.0
354870805001159,0.0,0.0
354870805001160,0.0,0.0
354870805001161,0.0,0.0
354870805001162,0.0,0.0
354870805001163,0.0,0.0
354870805001164,0.0,0.0
354870805001165,0.0,0.0
354870805001166,0.0,0.0
354870805001167,0.0,0.0
354870805001168,0.0,0.0
354870805001169,0.0,0.0
354870805001170,0.0,0.0
354870805001171,0.0,0.0
354870805001172,0.0,0.0
354870805001173,0.0,0.0
354870805001174,0.0,0.0
354870805001175,0.0,0.0
354870810000001,0.0,0.0
354870810000002,0.0,0.0
354870810000003,0.0,0.0
354870810000004,0.0,0.0
354870810000005,0.0,0.0
354870810000006,0.0,0.0
354870810000007,0.0,0.0
354870810000008,0.0,0.0
354870810000009,0.0,0.0
354870810000010,0.0,0.0
354870810000011,0.0,0.0
354870810000012,0.0,0.0
354870810000013,0.0,0.0
354870810000014,0.0,0.0
354870810000015,0.0,0.0
354870810000016,0.0,0.0
354870810000017,0.0,0.0
354870810000018,0.0,0.0
354870810000019,0.0,0.0
354870810000020,0.0,0.0
354870810000021,0.0,0.0
354870810000022,0.0,0.0
354870810000023,0.0,0.0
354870810000024,0.0,0.0
354870810000025,0.0,0.0
354870810000026,0.0,0.0
354870810000027,0.0,0.0
354870810000028,0.0,0.0
354870810000029,0.0,0.0
354870810000030,0.0,0.0
354870810000031,0.0,0.0
354870810000032,0.0,0.0
354870810000033,0.0,0.0
354870810000034,0.0,0.0
354870810000035,0.0,0.0
354870810000036,0.0,0.0
354870810000037,0.0,0.0
354870810000038,0.0,0.0
354870810000039,0.0,0.0
354870810000040,0.0,0.0
354870810000041,0.0,0.0
354870810000042,0.0,0.0
354870810000043,0.0,0.0
354870810000044,0.0,0.0
354870810000045,0.0,0.0
354870810000046,0.0,0.0
354870810000047,0.0,0.0
354880705000001,0.0,0.0
354880705000002,0.0,0.0
354880705000003,0.0,0.0
354880705000004,0.0,0.0
354880705000005,0.0,0.0
354880705000006,0.0,0.0
354880705000007,0.0,0.0
354880705000008,0.0,0.0
354880705000009,0.0,0.0
354880705000010,0.0,0.0
354880705000011,0.0,0.0
354880705000012,0.0,0.0
354880705000013,0.0,0.0
354880705000014,0.0,0.0
354880705000015,0.0,0.0
354880705000016,0.0,0.0
354880705000017,0.0,0.0
354880705000018,0.0,0.0
354880705000019,0.0,0.0
354880705000020,0.0,0.0
354880705000021,1.0,1.0
354880705000022,0.0,0.0
354880705000023,0.0,0.0
354880705000024,0.0,0.0
354880705000025,0.0,0.0
354880705000026,0.0,0.0
354880705000027,0.0,0.0
354880705000028,0.0,0.0
354880705000029,0.0,0.0
354880705000030,0.0,0.0
354880705000031,0.0,0.0
354880705000032,0.0,0.0
354880705000033,0.0,0.0
354880705000034,0.0,0.0
354880705000035,0.0,0.0
354880705000036,0.0,0.0
354880705000037,0.0,0.0
354880705000038,0.0,0.0
354880705000039,0.0,0.0
354880705000040,0.0,0.0
354880705000041,0.0,0.0
354880705000042,0.0,0.0
354880705000043,0.0,0.0
354880705000044,0.0,0.0
354880705000045,0.0,0.0
354880705000046,0.0,0.0
354880705000047,0.0,0.0
354880705000048,0.0,0.0
354880705000049,0.0,0.0
354880705000050,0.0,0.0
354880705000051,0.0,0.0
354880705000052,0.0,0.0
354880705000053,0.0,0.0
354880705000054,0.0,0.0
354880705000055,0.0,0.0
354880705000056,0.0,0.0
354880705000057,0.0,0.0
354880705000058,0.0,0.0
354880705000059,0.0,0.0
354880705000060,0.0,0.0
354880705000061,0.0,0.0
354880705000062,0.0,0.0
354880705000063,0.0,0.0
354880705000064,0.0,0.0
354880705000065,0.0,0.0
354880705000066,0.0,0.0
354880705000067,0.0,0.0
354880705000068,0.0,0.0
354880705000069,0.0,0.0
354880705000070,0.0,0.0
354880705000071,0.0,0.0
354880705000072,0.0,0.0
354880705000073,0.0,0.0
354880705000074,0.0,0.0
354880705000075,0.0,0.0
354880705000076,0.0,0.0
354880705000077,0.0,0.0
354880705000078,0.0,0.0
354880705000079,0.0,0.0
354880705000080,0.0,0.0
354880705000081,0.0,0.0
354880705000082,0.0,0.0
354880705000083,0.0,0.0
354880705000084,0.0,0.0
354880705000085,0.0,0.0
354880705000086,0.0,0.0
354880705000087,0.0,0.0
354880705000088,0.0,0.0
354880705000089,0.0,0.0
354880705000090,0.0,0.0
354880705000091,0.0,0.0
354880705000092,0.0,0.0
354880705000093,0.0,0.0
354880705000094,0.0,0.0
354880705000095,0.0,0.0
354880705000096,0.0,0.0
354880705000097,0.0,0.0
354880705000098,0.0,0.0
354880705000099,0.0,0.0
354880705000100,0.0,0.0
354880705000101,0.0,0.0
354880705000102,0.0,0.0
354880705000103,0.0,0.0
354880705000104,0.0,0.0
354880705000105,0.0,0.0
354880705000106,0.0,0.0
354880705000107,0.0,0.0
354880705000108,0.0,0.0
354880705000109,0.0,0.0
354880705000110,0.0,0.0
354880705000111,0.0,0.0
354880705000112,0.0,0.0
354880705000113,0.0,0.0
354880705000114,0.0,0.0
354880705000115,0.0,0.0
354880705000116,0.0,0.0
354880705000117,0.0,0.0
354880705000118,0.0,0.0
354880705000119,0.0,0.0
354880705000120,0.0,0.0
354880705000121,0.0,0.0
354880705000122,0.0,0.0
354880705000123,0.0,0.0
354880705000124,0.0,0.0
354880705000125,0.0,0.0
354880705000126,0.0,0.0
354880705000127,0.0,0.0
354880705000128,0.0,0.0
354880705000129,0.0,0.0
354880705000130,0.0,0.0
354880705000131,0.0,0.0
354880705000132,0.0,0.0
354880705000133,0.0,0.0
354880705000134,0.0,0.0
354880705000135,0.0,0.0
354880705000136,0.0,0.0
354880705000137,0.0,0.0
354880705000138,0.0,0.0
354880705000139,0.0,0.0
354880705000140,0.0,0.0
354880705000141,0.0,0.0
354880705000142,0.0,0.0
354880705000143,0.0,0.0
354880705000144,0.0,0.0
354880705000145,0.0,0.0
354880705000146,0.0,0.0
354880705000147,0.0,0.0
354880705000148,0.0,0.0
354880705000149,0.0,0.0
354880705000150,0.0,0.0
354880705000151,0.0,0.0
354880705000152,0.0,0.0
354880705000153,0.0,0.0
354880705000154,0.0,0.0
354880705000155,0.0,0.0
354880705000156,0.0,0.0
354880705000157,0.0,0.0
354880705000158,0.0,0.0
354880705000159,0.0,0.0
354880705000160,0.0,0.0
354880705000161,0.0,0.0
354880705000162,0.0,0.0
354880705000163,0.0,0.0
354880705000164,0.0,0.0
354880705000165,0.0,0.0
354880705000166,0.0,0.0
354880705000167,0.0,0.0
354880705000168,0.0,0.0
354880705000169,0.0,0.0
354880705000170,0.0,0.0
354880705000171,0.0,0.0
354880705000172,0.0,0.0
354880705000173,0.0,0.0
354880705000174,0.0,0.0
