operation,property_type,lat,lon,price
rent,apartment,-23.587348000000002,-46.484589,1365
rent,apartment,-23.588465,-46.488335,1200
rent,apartment,-23.586822,-46.487505,1100
rent,apartment,-23.586822,-46.487505,1000
rent,apartment,-23.587389,-46.484302,1100
rent,apartment,-23.587856,-46.488525,1700
rent,apartment,-23.587856,-46.488525,1200
rent,apartment,-23.5876,-46.488496999999995,1000
rent,apartment,-23.5876,-46.488496999999995,1200
rent,apartment,-23.5876,-46.488496999999995,1200
rent,apartment,-23.505297,-46.473889,1800
rent,apartment,-23.500676000000002,-46.435908000000005,950
rent,apartment,-23.509612,-46.506581,650
rent,apartment,-23.51672,-46.428782,1100
rent,apartment,-23.513074,-46.516902,1500
rent,apartment,-23.512067000000002,-46.511717,1600
rent,apartment,-23.506624,-46.467897,900
rent,apartment,-23.506994,-46.467940000000006,700
rent,apartment,-23.504792000000002,-46.427597999999996,1400
rent,apartment,-23.505025,-46.469547999999996,650
rent,apartment,-23.505663000000002,-46.468961,650
rent,apartment,-23.505996,-46.467867,750
rent,apartment,-23.492995,-46.437535,1500
rent,apartment,-23.492995,-46.437535,1200
rent,apartment,-23.626154,-46.47081,480
rent,apartment,-23.547635999999997,-46.635985999999995,1900
rent,apartment,-23.551414,-46.629211,1400
rent,apartment,-23.551126,-46.629114,1000
rent,apartment,-23.551126,-46.629114,900
rent,apartment,-23.549063,-46.629327,1800
rent,apartment,-23.553960999999997,-46.631138,1100
rent,apartment,-23.525464000000003,-46.562212,1450
rent,apartment,-23.539680999999998,-46.56841,2100
rent,apartment,-23.538645000000002,-46.558837,1650
rent,apartment,-23.54822,-46.557678,3400
rent,apartment,-23.527977,-46.558513,1550
rent,apartment,-23.531928,-46.581306,1500
rent,apartment,-23.529695,-46.558367,1600
rent,apartment,-23.557017000000002,-46.568927,2300
rent,apartment,-23.54004,-46.578803,2300
rent,apartment,-23.54822,-46.557677000000005,2500
rent,apartment,-23.530193,-46.577465000000004,5990
rent,apartment,-23.531241,-46.557401,1900
rent,apartment,-23.534672,-46.565659000000004,3500
rent,apartment,-23.563021,-46.560485,1800
rent,apartment,-23.547432999999998,-46.553542,1250
rent,apartment,-23.533022,-46.575722,1300
rent,apartment,-23.553426,-46.559394,4000
rent,apartment,-23.551222,-46.561695,5000
rent,apartment,-23.527977,-46.558513,1450
rent,apartment,-23.528432000000002,-46.558448,1600
rent,apartment,-23.53968,-46.568409,1800
rent,apartment,-23.532984,-46.57929,3600
rent,apartment,-23.548011,-46.557807000000004,2500
rent,apartment,-23.53766,-46.574023,3300
rent,apartment,-23.536757,-46.573494000000004,2400
rent,apartment,-23.531648999999998,-46.570282,1400
rent,apartment,-23.534374,-46.578869,2000
rent,apartment,-23.549773000000002,-46.553708,4500
rent,apartment,-23.551213,-46.553159,1400
rent,apartment,-23.539680999999998,-46.56841,1900
rent,apartment,-23.534533,-46.566114,2000
rent,apartment,-23.539680999999998,-46.56841,3500
rent,apartment,-23.549773000000002,-46.553708,2820
rent,apartment,-23.531157999999998,-46.577632,3800
rent,apartment,-23.531843,-46.57029,1300
rent,apartment,-23.51764,-46.428927,1300
